"date","trend"
2020-03-18,0.207484757055293
2020-03-19,0.619477614241338
2020-03-20,1.3070170397971
2020-03-21,2.42654663247073
2020-03-22,4.02553845866546
2020-03-23,6.05271181827392
2020-03-24,8.50496634988423
2020-03-25,11.5829235802138
2020-03-26,15.1000905980503
2020-03-27,19.404250134195
2020-03-28,23.7747904510413
2020-03-29,27.5785457922994
2020-03-30,30.4932220046742
2020-03-31,32.7576631149643
2020-04-01,34.6997691243422
2020-04-02,36.1469114383921
2020-04-03,37.4801007453147
2020-04-04,39.4400933820491
2020-04-05,43.1071780852177
2020-04-06,48.4441071466193
2020-04-07,54.9721239687494
2020-04-08,63.0202245841915
2020-04-09,72.2522889069024
2020-04-10,80.9582343608242
2020-04-11,87.3768565865838
2020-04-12,91.319699352574
2020-04-13,93.7631024043081
2020-04-14,95.8232096447059
2020-04-15,99.4706944330159
2020-04-16,105.253240536149
2020-04-17,113.065414145265
2020-04-18,122.574086552168
2020-04-19,131.409574727718
2020-04-20,139.2275612487
2020-04-21,146.295284920712
2020-04-22,151.893700115574
2020-04-23,155.671172940395
2020-04-24,160.174221536978
2020-04-25,165.161959152733
2020-04-26,170.160229268013
2020-04-27,176.94939729142
2020-04-28,185.343875863298
2020-04-29,192.422075075768
2020-04-30,200.583868606899
2020-05-01,210.25891643479
2020-05-02,219.744406986524
2020-05-03,229.271419277433
2020-05-04,236.949957640582
2020-05-05,243.906942728498
2020-05-06,250.258800025494
2020-05-07,258.141514883114
2020-05-08,265.352530557258
2020-05-09,269.411645255784
2020-05-10,270.718065995657
2020-05-11,268.712528191239
2020-05-12,262.45211512817
2020-05-13,254.425571578944
2020-05-14,246.21353627808
2020-05-15,238.515210722292
2020-05-16,232.156947633823
2020-05-17,227.483541106956
2020-05-18,226.082525175139
2020-05-19,228.968576314349
2020-05-20,237.899977908247
2020-05-21,255.984273589456
