"date","trend"
2020-03-18,0.420288854568115
2020-03-19,0.921406839458155
2020-03-20,1.82769453810189
2020-03-21,2.99858376852672
2020-03-22,5.21383741078548
2020-03-23,8.06500242359327
2020-03-24,9.94219571537636
2020-03-25,14.4000644958038
2020-03-26,18.8790286288924
2020-03-27,23.7136285821858
2020-03-28,27.526088070864
2020-03-29,33.5009621704386
2020-03-30,38.800727756156
2020-03-31,42.2938731954612
2020-04-01,40.6520545725199
2020-04-02,43.9939566128232
2020-04-03,46.0992476649534
2020-04-04,49.5083007031701
2020-04-05,55.6981996878471
2020-04-06,58.3333649465579
2020-04-07,64.3342488927684
2020-04-08,73.5654733918345
2020-04-09,90.2156813361403
2020-04-10,94.7436625941543
2020-04-11,105.045699307418
2020-04-12,110.060677600934
2020-04-13,106.627258685369
2020-04-14,110.71170574771
2020-04-15,114.620946704887
2020-04-16,126.581477475847
2020-04-17,144.510416811142
2020-04-18,157.226932869192
2020-04-19,160.511114210873
2020-04-20,175.998968895056
2020-04-21,175.752056850208
2020-04-22,185.527638164898
2020-04-23,201.427122495922
2020-04-24,206.092070607908
2020-04-25,203.641801256444
2020-04-26,212.810462166847
2020-04-27,213.633742853913
2020-04-28,228.564067879127
2020-04-29,215.610412961061
2020-04-30,233.325425557527
2020-05-01,244.960376471756
2020-05-02,237.313634459374
2020-05-03,230.651672300767
2020-05-04,251.136950461123
2020-05-05,222.991975512725
2020-05-06,226.011060672247
2020-05-07,208.262675101534
2020-05-08,240.863786565043
2020-05-09,251.311510104422
2020-05-10,321.485618680333
2020-05-11,357.988938505724
