"date","trend","trend_hosp","trend_dead"
2020-03-18,0.138606337125862,0.0226995586463483,0.00445416687236877
2020-03-19,0.424322058882812,0.0678973040233795,0.0112110563721715
2020-03-20,0.903410005322108,0.134738343573421,0.0209907669963842
2020-03-21,1.65776048260566,0.225856047790937,0.0331404553783092
2020-03-22,2.76859593611133,0.342895376900469,0.0481831326284323
2020-03-23,4.28543522431786,0.488318799482522,0.065926462651654
2020-03-24,6.29744965309971,0.664303577416066,0.0872270041151677
2020-03-25,8.89809352614332,0.877466996051715,0.111333407903559
2020-03-26,12.0372789570167,1.13151525463314,0.138894033274353
2020-03-27,15.7113400063551,1.4337697461039,0.171490138882478
2020-03-28,19.6589784820181,1.79462055762497,0.20961060378299
2020-03-29,23.6230733987088,2.22087804522626,0.251811592021989
2020-03-30,27.4921219811185,2.7248959271541,0.29946651086025
2020-03-31,31.0206887344606,3.31843137563343,0.354468487075377
2020-04-01,34.3304416527708,4.00599144735169,0.416735092803905
2020-04-02,37.4066364761381,4.78065556819349,0.486234001617108
2020-04-03,40.4222886108787,5.62930709172662,0.565212455849638
2020-04-04,43.7063401958835,6.53896150126505,0.653748376373846
2020-04-05,47.6131230957213,7.50981796440234,0.752805975594485
2020-04-06,52.3044719638544,8.51655486312212,0.863573458609248
2020-04-07,57.5291189542926,9.52568311767035,0.987154197860473
2020-04-08,63.4036491382632,10.5200152771966,1.12604785158517
2020-04-09,69.9175194507627,11.5078582999008,1.28026728831061
2020-04-10,76.3147714122755,12.4794272323325,1.45085313388353
2020-04-11,82.3817126880435,13.4386614385696,1.63936818878952
2020-04-12,87.5525613610585,14.4205888459982,1.84825091984967
2020-04-13,92.4705263999299,15.397640977714,2.08166746798551
2020-04-14,97.1206894690244,16.3852773583276,2.34473969951249
2020-04-15,102.288616500491,17.3675568151619,2.6375659734899
2020-04-16,108.189402630004,18.3580113396185,2.95770240180082
2020-04-17,115.076652236398,19.345494410021,3.30365117590691
2020-04-18,122.072522263884,20.3229189627375,3.67454711588696
2020-04-19,129.009857750701,21.2624661564442,4.06080152496834
2020-04-20,135.810144729908,22.161432866287,4.45614272554055
2020-04-21,142.550572313694,23.0078985865625,4.85489770978314
2020-04-22,148.9359116555,23.7907818203549,5.25375129466971
2020-04-23,155.043938588665,24.5315035879728,5.65213142554179
2020-04-24,161.242182200125,25.2125100048255,6.03869629109704
2020-04-25,167.692007407604,25.8555032375615,6.4109324689491
2020-04-26,173.860935189669,26.4386989961036,6.76128296485112
2020-04-27,180.564223273542,26.9373437477712,7.08341433203883
2020-04-28,187.848228132566,27.3676200128812,7.36847646132333
2020-04-29,195.046881852067,27.7181837332415,7.61714450319969
2020-04-30,202.371378002069,27.9866039235315,7.82247098041453
2020-05-01,209.76249539637,28.128118798848,7.97513723490704
2020-05-02,217.031681424027,28.117586877076,8.07431758777252
2020-05-03,224.314724368515,27.9482251927504,8.12116679630974
2020-05-04,231.165179640568,27.6550693605073,8.11663853314155
2020-05-05,237.024469482039,27.2609283989822,8.06322292327858
2020-05-06,242.523493569521,26.8053885802033,7.9768424625778
2020-05-07,248.057719261969,26.3006355651104,7.87122118597327
2020-05-08,251.896929368359,25.7669141026468,7.74797980520551
2020-05-09,254.672526045363,25.1803433002137,7.61294299621266
2020-05-10,255.972966353989,24.5301824294513,7.46502167160244
2020-05-11,255.810135614719,23.8472257870179,7.30914427066416
2020-05-12,253.688184055668,23.1675568405048,7.15208810313618
2020-05-13,250.835685657996,22.4710029860121,6.98705354071833
2020-05-14,247.061345217235,21.7644154316207,6.83036680479249
2020-05-15,243.839468185108,21.0455311586245,6.68188387597354
