"date","trend","trend_hosp","trend_dead"
2020-03-18,0.181430510924522,0.02441848684131,0.00335054272919333
2020-03-19,0.554170009608518,0.0732763121090458,0.0106936227032117
2020-03-20,1.18891748594813,0.146234552242047,0.0217819628426719
2020-03-21,2.2148744739673,0.246054294068132,0.036795235977517
2020-03-22,3.70927822179369,0.373655789385983,0.054421401906013
2020-03-23,5.69022316690367,0.531235210423037,0.0740222815378577
2020-03-24,8.19718799765313,0.718575041991985,0.0951360626100253
2020-03-25,11.285471987704,0.941712161041973,0.119163589691911
2020-03-26,14.8670474073199,1.20539349784576,0.147310460508911
2020-03-27,19.034715043668,1.52695874628219,0.177723054821601
2020-03-28,23.3056104583651,1.90792825250472,0.212784207903412
2020-03-29,27.1467196200296,2.36369000421187,0.252473959578162
2020-03-30,30.3643407927574,2.91884608181141,0.298572162565381
2020-03-31,33.0037244656912,3.57714636338623,0.351147143827792
2020-04-01,35.2231208066419,4.3507137345345,0.410084530171668
2020-04-02,36.9752785715478,5.23840479318755,0.475507698228468
2020-04-03,38.7424725623871,6.224265551532,0.548718448891694
2020-04-04,40.9248678925138,7.27412381511024,0.633502802449198
2020-04-05,44.4374160727007,8.36839263617767,0.729034013011634
2020-04-06,49.3440547417382,9.45627084097019,0.838505668038719
2020-04-07,55.4486657525983,10.4885447204841,0.963961572272314
2020-04-08,62.7306805194655,11.4340261577048,1.1029643947952
2020-04-09,70.8439246241861,12.2836552125568,1.25852185155575
2020-04-10,78.349776651663,13.082737970801,1.42825848482698
2020-04-11,84.5971825639209,13.862360382175,1.6174705052094
2020-04-12,88.9496095364767,14.6477552245864,1.83003387705445
2020-04-13,92.509704743915,15.4718738380298,2.07300095427079
2020-04-14,95.6850038456756,16.3301460493292,2.34901183042184
2020-04-15,99.6843613372528,17.2399869860233,2.66014956071173
2020-04-16,105.520229743284,18.1839211033983,3.00328132719966
2020-04-17,112.982622088591,19.1527148848021,3.37793434586522
2020-04-18,121.729691216359,20.152819623292,3.77462072688738
2020-04-19,130.227240724526,21.1699654890627,4.18329064569866
2020-04-20,137.795562367635,22.1161337681823,4.60289574850311
2020-04-21,145.02447289207,23.0401032194578,5.02314007659156
2020-04-22,150.774219095763,23.9318550165064,5.44353928558
2020-04-23,156.011834701722,24.7548269942467,5.86256777474522
2020-04-24,160.824770257026,25.5368343992357,6.26950328907404
2020-04-25,165.799790349158,26.2244934136705,6.6501315976219
2020-04-26,170.825246622234,26.8521981902149,7.009055511778
2020-04-27,177.532397674878,27.4013854066468,7.33943045663668
2020-04-28,185.634965121769,27.8691883476355,7.62845653052074
2020-04-29,193.571443048945,28.2775483626076,7.87769101112585
2020-04-30,201.637608298147,28.5774528531931,8.06065825250922
2020-05-01,210.16309458813,28.7761741922614,8.19245327564354
2020-05-02,218.290113263322,28.8336700192163,8.26751269600045
2020-05-03,227.677871556736,28.692527489145,8.28362408666495
2020-05-04,236.538119280817,28.3652594363182,8.22725676493955
2020-05-05,243.369645181432,27.8948280091431,8.12670296239375
2020-05-06,249.739545303944,27.3458408882557,7.99514102899822
2020-05-07,256.572359083427,26.7496766687626,7.85947160751657
2020-05-08,262.616655141092,26.1201452221852,7.7139029106946
2020-05-09,266.160331202546,25.4730251470482,7.5608793353525
2020-05-10,267.348540416119,24.7551274014689,7.40678170787726
2020-05-11,266.174584519713,23.996257092336,7.25002644598007
2020-05-12,262.002246170881,23.2245387787648,7.09218383449753
2020-05-13,255.728221249179,22.4508343098654,6.93829262673492
2020-05-14,247.493318912947,21.6376327280284,6.79198240654964
2020-05-15,239.295714654714,20.8556879585637,6.65559888689389
2020-05-16,232.542926679547,20.0638586515375,6.53495972091195
2020-05-17,228.304762396774,19.2852492777026,6.42812279115648
2020-05-18,227.411014511155,18.4818576977192,6.32936681523623
2020-05-19,229.502152264651,17.7309746326277,6.23553304512354
2020-05-20,235.34823897317,16.9981180358094,6.13521181465765
2020-05-21,244.793541615464,16.3136260094746,6.02212252705765
2020-05-22,256.841260544265,15.682669147954,5.89656608829937
2020-05-23,270.885910165952,15.11003953741,5.75248209127698
2020-05-24,284.79334159987,14.6362677947839,5.59850761234889
2020-05-25,293.746158418852,14.2430872525246,5.42722138762205
2020-05-26,294.281397646471,13.8974771379818,5.24192494192983
2020-05-27,285.134379411649,13.6172485879922,5.03579056219923
2020-05-28,269.499229176703,13.3605514148002,4.79339131618538
2020-05-29,250.099823711963,13.1718362433338,4.53326741561991
2020-05-30,230.127416411699,13.0299600507815,4.27020809093068
2020-05-31,212.929492788163,12.8815118507988,4.00524112403954
2020-06-01,199.852079379319,12.683608557192,3.75170777262603
2020-06-02,189.843276203703,12.4399000755493,3.51088852378537
2020-06-03,180.524043587368,12.1282122937787,3.27772006629441
2020-06-04,170.381846040819,11.7504356469497,3.05030900139432
2020-06-05,159.807665827175,11.3473948870808,2.83017269837957
2020-06-06,148.408849211125,10.9278709969273,2.62179169344975
2020-06-07,134.971616220478,10.5114170110057,2.43246814426491
2020-06-08,118.883070373167,10.1172658233515,2.26973844199979
2020-06-09,102.683053052195,9.72233362753876,2.13216632096597
2020-06-10,88.1717065090311,9.38382207731973,2.02120698517516
2020-06-11,76.3112587188635,9.09077505206455,1.93345049753414
2020-06-12,67.5131257665512,8.83257237624102,1.87195910540244
2020-06-13,60.9116384669759,8.61957172285464,1.83329922747748
2020-06-14,55.9065807461028,8.43649047998718,1.82067132471092
2020-06-15,52.1019817283494,8.29648385428628,1.83397564917753
2020-06-16,49.8606005759039,8.14513788925803,1.87253315774139
