"date","trend","trend_hosp","trend_dead"
2020-03-18,0.134329507266988,0.0208348538823386,0.00318701966642476
2020-03-19,0.408092591209293,0.0627260634332298,0.00954887025951634
2020-03-20,0.863701787557928,0.125889584259582,0.0190544162967643
2020-03-21,1.57310327341433,0.211653795847244,0.0325878954883458
2020-03-22,2.6077166268634,0.320283814217652,0.0487023913432836
2020-03-23,4.04823583860768,0.45525239023911,0.0684117675813798
2020-03-24,5.96098914805413,0.620469492383782,0.0919360413066868
2020-03-25,8.4343683881606,0.820769598705215,0.11916215337234
2020-03-26,11.4738670721181,1.05891628786699,0.150571447796535
2020-03-27,15.0672662049151,1.34090097626452,0.18692344115652
2020-03-28,19.0001333611869,1.67512230830592,0.22843423966789
2020-03-29,23.0352438377264,2.06564919706304,0.275453915630234
2020-03-30,27.0250399324538,2.5233957162124,0.328867631384429
2020-03-31,30.7811886553486,3.05571970047926,0.388582722219734
2020-04-01,34.3670095284844,3.66526456796454,0.455005525145593
2020-04-02,37.7782948701606,4.35119683894598,0.528802284560534
2020-04-03,41.0975185071364,5.11075079315142,0.611560351008271
2020-04-04,44.549162297458,5.9364674747996,0.703609009617905
2020-04-05,48.6160057122996,6.82384243763986,0.807413712699951
2020-04-06,53.2147976042957,7.76205463892367,0.922161422410845
2020-04-07,58.322718954095,8.73534679673666,1.04937584889407
2020-04-08,63.8969946929592,9.73321722395091,1.19095963783607
2020-04-09,69.8166461453733,10.7378258783145,1.3472642855556
2020-04-10,75.6735819098535,11.7528957813713,1.51869962099246
2020-04-11,81.3127917166402,12.781786749469,1.7054870092226
2020-04-12,86.4556186827575,13.8383769750019,1.91041692856191
2020-04-13,91.5257036210128,14.8974195488369,2.13478791285315
2020-04-14,96.5005744925361,15.9644526935349,2.38134781943601
2020-04-15,101.853043097087,17.0228526492649,2.65197286220688
2020-04-16,107.56587183209,18.0908596336822,2.94285982067856
2020-04-17,114.091188845201,19.1611206454252,3.25512574592388
2020-04-18,120.721703670904,20.2162208886356,3.58653538453312
2020-04-19,127.497972125644,21.2311651598355,3.93258418980691
2020-04-20,134.18831581041,22.1796310202411,4.2892846185394
2020-04-21,140.678925474086,23.091848176977,4.64885764558832
2020-04-22,146.739645360203,23.9559740978781,5.00898240089316
2020-04-23,152.792858757813,24.7562823335156,5.36435727836551
2020-04-24,158.841372370076,25.5063305178812,5.71056127513852
2020-04-25,164.98246476798,26.1415462135989,6.03979118925589
