"date","trend"
2020-03-18,0.209092367649682
2020-03-19,0.632472444203362
2020-03-20,1.34234991005525
2020-03-21,2.49170338924765
2020-03-22,4.12372828616645
2020-03-23,6.19118813322794
2020-03-24,8.6634807113935
2020-03-25,11.8359468300977
2020-03-26,15.4702811328223
2020-03-27,19.8903346292419
2020-03-28,24.1296334043911
2020-03-29,27.8263192521898
2020-03-30,30.6587853526367
2020-03-31,32.8970008738668
2020-04-01,34.7768400487001
2020-04-02,36.2470346186613
2020-04-03,37.5588199072066
2020-04-04,39.5654261143712
2020-04-05,43.2925503212197
2020-04-06,48.5615185428343
2020-04-07,55.3319530668464
2020-04-08,63.5628112441149
2020-04-09,73.274156401686
2020-04-10,81.9968476375689
2020-04-11,88.4835355255135
2020-04-12,92.2267966202439
2020-04-13,94.1704413110537
2020-04-14,95.5164871791796
2020-04-15,98.5643453084239
2020-04-16,103.916406914683
2020-04-17,111.748612803257
2020-04-18,121.424771432792
2020-04-19,130.290514544606
2020-04-20,138.254346885169
2020-04-21,145.194681962293
2020-04-22,150.591668484806
2020-04-23,154.889520515854
2020-04-24,159.876944851133
2020-04-25,165.238098406634
2020-04-26,170.653686400655
2020-04-27,177.590687878364
2020-04-28,186.817795228985
2020-04-29,195.073065620153
2020-04-30,203.297456730149
2020-05-01,212.135955062039
2020-05-02,220.792359880028
2020-05-03,229.639505969823
2020-05-04,238.062067885367
2020-05-05,244.631074856925
2020-05-06,251.38828756219
2020-05-07,259.592781099812
2020-05-08,266.309621953928
2020-05-09,271.291397574736
2020-05-10,273.037607014425
2020-05-11,272.717273730991
2020-05-12,268.283556248604
2020-05-13,259.337574930276
2020-05-14,250.035775722974
2020-05-15,239.556585052405
2020-05-16,228.54186057145
2020-05-17,214.979906155996
2020-05-18,200.974332669007
2020-05-19,187.72027190593
2020-05-20,176.827335991124
