"date","trend"
2020-03-18,0.206833536951774
2020-03-19,0.627334214809968
2020-03-20,1.34367209622645
2020-03-21,2.51596824658728
2020-03-22,4.18026352420808
2020-03-23,6.27641333425739
2020-03-24,8.77641138600302
2020-03-25,11.9226908259615
2020-03-26,15.471415425467
2020-03-27,19.940640968225
2020-03-28,24.3764723674129
2020-03-29,28.1585821243069
2020-03-30,31.0073032106445
2020-03-31,32.9181792251338
2020-04-01,34.4801531912879
2020-04-02,35.7847669787175
2020-04-03,37.0808768240824
2020-04-04,38.8413609716359
2020-04-05,42.4501962968603
2020-04-06,47.8780234371307
2020-04-07,54.7486861000555
2020-04-08,62.9083725522904
2020-04-09,72.6288325143208
2020-04-10,81.4330805479322
2020-04-11,87.7413622505217
2020-04-12,90.8270017320551
2020-04-13,93.0125907494338
2020-04-14,94.4276265404967
2020-04-15,97.6453411745121
2020-04-16,103.372100256492
2020-04-17,111.304990589946
2020-04-18,121.006374728718
2020-04-19,130.734479644488
2020-04-20,138.60244582038
2020-04-21,145.235115037038
2020-04-22,150.013424533751
2020-04-23,154.013353748718
2020-04-24,159.542109588045
2020-04-25,165.03400912763
2020-04-26,170.46852742797
2020-04-27,177.040141950614
2020-04-28,185.316478396565
2020-04-29,193.15394052572
2020-04-30,201.639885463504
2020-05-01,211.114474038004
2020-05-02,220.331445019856
2020-05-03,229.262067361219
2020-05-04,236.426506791538
2020-05-05,244.690043342083
2020-05-06,250.970392919247
2020-05-07,258.363238105088
2020-05-08,265.676130155234
2020-05-09,271.529269713597
2020-05-10,273.625863228223
2020-05-11,272.832070771353
2020-05-12,268.872085615467
2020-05-13,262.532195073221
2020-05-14,256.940374453164
2020-05-15,253.121072726185
