,state,date,trend,trend_std,ts_cluster,ts_cluster_name
1249,Iowa,2020-05-05,461.24646497112684,1.6527380037084187,0,upward trend
1250,Iowa,2020-05-06,445.5285233016154,1.5636675967107252,0,upward trend
1251,Iowa,2020-05-07,429.944459237307,1.4753558471144934,0,upward trend
1252,Iowa,2020-05-08,415.5199253726265,1.3936149214199243,0,upward trend
1253,Iowa,2020-05-09,402.95163095984293,1.3223929305160564,0,upward trend
1254,Iowa,2020-05-10,395.0503459407713,1.2776179410644406,0,upward trend
1255,Iowa,2020-05-11,390.5995007807176,1.2523958987496584,0,upward trend
1256,Iowa,2020-05-12,388.89502454828977,1.2427369755310584,0,upward trend
1257,Iowa,2020-05-13,389.414298152121,1.2456795943681114,0,upward trend
1258,Kansas,2020-03-01,0.0020471304544606994,-1.0272861377345248,0,upward trend
1259,Kansas,2020-03-02,0.0082662994348488,-1.0272198877006873,0,upward trend
1260,Kansas,2020-03-03,0.017881569241989803,-1.0271174605191637,0,upward trend
1261,Kansas,2020-03-04,0.03331922638970508,-1.0269530100416753,0,upward trend
1262,Kansas,2020-03-05,0.05474158081218117,-1.0267248072528714,0,upward trend
1263,Kansas,2020-03-06,0.0911285552203598,-1.0263371930405243,0,upward trend
1264,Kansas,2020-03-07,0.14456146477620258,-1.0257679960823338,0,upward trend
1265,Kansas,2020-03-08,0.21534129274432767,-1.0250140101377991,0,upward trend
1266,Kansas,2020-03-09,0.3134111824056043,-1.0239693153354894,0,upward trend
1267,Kansas,2020-03-10,0.4530247113449735,-1.0224820746694823,0,upward trend
1268,Kansas,2020-03-11,0.6548960979561125,-1.02033162880831,0,upward trend
1269,Kansas,2020-03-12,0.933160348587545,-1.017367403832557,0,upward trend
1270,Kansas,2020-03-13,1.2847549859257923,-1.0136220229473958,0,upward trend
1271,Kansas,2020-03-14,1.7425757544528118,-1.0087450624560403,0,upward trend
1272,Kansas,2020-03-15,2.3497861000891134,-1.0022767214169515,0,upward trend
1273,Kansas,2020-03-16,3.1577665884645136,-0.9936696655765821,0,upward trend
1274,Kansas,2020-03-17,4.220002101399672,-0.9823541443393806,0,upward trend
1275,Kansas,2020-03-18,5.5677287071535515,-0.967997413799267,0,upward trend
1276,Kansas,2020-03-19,7.217981000708918,-0.9504180120121172,0,upward trend
1277,Kansas,2020-03-20,9.185792832487973,-0.9294557900734203,0,upward trend
1278,Kansas,2020-03-21,11.521676239835172,-0.9045726657741507,0,upward trend
1279,Kansas,2020-03-22,14.407595088240775,-0.8738302591982872,0,upward trend
1280,Kansas,2020-03-23,17.960557587637325,-0.8359821340628245,0,upward trend
1281,Kansas,2020-03-24,22.28608166158217,-0.789904254981656,0,upward trend
1282,Kansas,2020-03-25,27.352780617899285,-0.7359309703902823,0,upward trend
1283,Kansas,2020-03-26,32.959804609519644,-0.6762018441446684,0,upward trend
1284,Kansas,2020-03-27,38.918431295443575,-0.6127272511866342,0,upward trend
1285,Kansas,2020-03-28,44.89708689386313,-0.549039299155266,0,upward trend
1286,Kansas,2020-03-29,50.3292356070519,-0.4911730412687473,0,upward trend
1287,Kansas,2020-03-30,55.11576738571002,-0.44018425268617983,0,upward trend
1288,Kansas,2020-03-31,59.478446379472246,-0.3937105788126697,0,upward trend
1289,Kansas,2020-04-01,63.11965187282514,-0.3549224404127398,0,upward trend
1290,Kansas,2020-04-02,66.3924620438687,-0.3200586531030481,0,upward trend
1291,Kansas,2020-04-03,69.28074864333237,-0.2892910239310128,0,upward trend
1292,Kansas,2020-04-04,71.82754789655087,-0.2621611071792633,0,upward trend
1293,Kansas,2020-04-05,73.78697767896905,-0.24128817547460513,0,upward trend
1294,Kansas,2020-04-06,74.89941015332924,-0.2294379283916461,0,upward trend
1295,Kansas,2020-04-07,75.09845879716966,-0.22731755195046618,0,upward trend
1296,Kansas,2020-04-08,74.42023415247928,-0.2345423766500108,0,upward trend
1297,Kansas,2020-04-09,72.98501513407696,-0.249831124846625,0,upward trend
1298,Kansas,2020-04-10,71.49786424266864,-0.2656730801284206,0,upward trend
1299,Kansas,2020-04-11,70.57349268723192,-0.2755199981039898,0,upward trend
1300,Kansas,2020-04-12,70.30606352340168,-0.2783688017317338,0,upward trend
1301,Kansas,2020-04-13,70.75262693215873,-0.27361176087401956,0,upward trend
1302,Kansas,2020-04-14,72.69685259047013,-0.25290079192350434,0,upward trend
1303,Kansas,2020-04-15,76.2111868507565,-0.21546415619381304,0,upward trend
1304,Kansas,2020-04-16,81.74235948455642,-0.15654304063870614,0,upward trend
1305,Kansas,2020-04-17,89.15690844760225,-0.07755915690111079,0,upward trend
1306,Kansas,2020-04-18,98.19257628881945,0.018693783340996483,0,upward trend
1307,Kansas,2020-04-19,109.16804738063794,0.13561058259636502,0,upward trend
1308,Kansas,2020-04-20,121.85401782134079,0.27074856865336683,0,upward trend
1309,Kansas,2020-04-21,136.19530360869382,0.42351989094437303,0,upward trend
1310,Kansas,2020-04-22,152.01232649653738,0.5920115824922731,0,upward trend
1311,Kansas,2020-04-23,167.6628591770144,0.758729728103984,0,upward trend
1312,Kansas,2020-04-24,182.57522373018318,0.917584497826386,0,upward trend
1313,Kansas,2020-04-25,196.06071624652802,1.0612394360247634,0,upward trend
1314,Kansas,2020-04-26,208.93811091335832,1.1984165790010013,0,upward trend
1315,Kansas,2020-04-27,222.0483201693754,1.3380737919769645,0,upward trend
1316,Kansas,2020-04-28,235.0592767880917,1.4766737108674368,0,upward trend
1317,Kansas,2020-04-29,248.06696576897187,1.6152388210691764,0,upward trend
1318,Kansas,2020-04-30,260.5546996043861,1.7482650809695783,0,upward trend
1319,Kansas,2020-05-01,270.91700607748845,1.8586501109699243,0,upward trend
1320,Kansas,2020-05-02,279.02626196353367,1.945034397767957,0,upward trend
1321,Kansas,2020-05-03,282.73231388232125,1.984513316221112,0,upward trend
1322,Kansas,2020-05-04,281.61468563102403,1.9726077208433925,0,upward trend
1323,Kansas,2020-05-05,276.0909934364223,1.9137662910713158,0,upward trend
1324,Kansas,2020-05-06,267.01578910258183,1.8170921862037792,0,upward trend
1325,Kansas,2020-05-07,254.98503572358018,1.6889339353244974,0,upward trend
1326,Kansas,2020-05-08,239.92089716657767,1.528462384819752,0,upward trend
1327,Kansas,2020-05-09,223.24392285132618,1.3508100141933415,0,upward trend
1328,Kansas,2020-05-10,207.96721035145043,1.1880740082681491,0,upward trend
1329,Kansas,2020-05-11,195.223072802577,1.0523163939462326,0,upward trend
1330,Kansas,2020-05-12,185.07701130449863,0.9442349252348144,0,upward trend
1331,Kansas,2020-05-13,176.5645751795526,0.8535557391417133,0,upward trend
1332,Kentucky,2020-03-01,0.018124738628812587,-1.3270480512282834,0,upward trend
1333,Kentucky,2020-03-02,0.05235686921584182,-1.3264521905699742,0,upward trend
1334,Kentucky,2020-03-03,0.10379028896789057,-1.3255569161354883,0,upward trend
1335,Kentucky,2020-03-04,0.1752356458045128,-1.3243133044575768,0,upward trend
1336,Kentucky,2020-03-05,0.26797215785333783,-1.3226990888603845,0,upward trend
1337,Kentucky,2020-03-06,0.3862585893852093,-1.3206401392784282,0,upward trend
1338,Kentucky,2020-03-07,0.5294949823572948,-1.3181468988652087,0,upward trend
1339,Kentucky,2020-03-08,0.7069854618199083,-1.3150574156188373,0,upward trend
1340,Kentucky,2020-03-09,0.9236969372000714,-1.31128523316426,0,upward trend
1341,Kentucky,2020-03-10,1.1896538697616197,-1.3066558609867047,0,upward trend
1342,Kentucky,2020-03-11,1.5172184659380457,-1.3009541166731196,0,upward trend
1343,Kentucky,2020-03-12,1.924011116309165,-1.293873291369849,0,upward trend
1344,Kentucky,2020-03-13,2.424946436295953,-1.2851537742256023,0,upward trend
1345,Kentucky,2020-03-14,3.0581160194123367,-1.2741325249446684,0,upward trend
1346,Kentucky,2020-03-15,3.844518858047649,-1.2604440251320668,0,upward trend
1347,Kentucky,2020-03-16,4.825761882924501,-1.2433640448697214,0,upward trend
1348,Kentucky,2020-03-17,6.066078176678091,-1.2217745127361956,0,upward trend
1349,Kentucky,2020-03-18,7.601031026603887,-1.1950563973298172,0,upward trend
1350,Kentucky,2020-03-19,9.480673935205793,-1.1623384437084836,0,upward trend
1351,Kentucky,2020-03-20,11.763627192704835,-1.1226002793706178,0,upward trend
1352,Kentucky,2020-03-21,14.464640274416766,-1.0755851679717199,0,upward trend
1353,Kentucky,2020-03-22,17.600661461066835,-1.0209980997202002,0,upward trend
1354,Kentucky,2020-03-23,21.17991417233818,-0.9586959338830128,0,upward trend
1355,Kentucky,2020-03-24,25.155768294168862,-0.8894903362836256,0,upward trend
1356,Kentucky,2020-03-25,29.491382029152483,-0.8140225926754937,0,upward trend
1357,Kentucky,2020-03-26,34.17100767649225,-0.7325668149880448,0,upward trend
1358,Kentucky,2020-03-27,39.009057833889045,-0.6483534253367449,0,upward trend
1359,Kentucky,2020-03-28,43.69783146759632,-0.5667384134711809,0,upward trend
1360,Kentucky,2020-03-29,48.201639194244954,-0.4883430056809327,0,upward trend
1361,Kentucky,2020-03-30,52.43602059758624,-0.4146373599247363,0,upward trend
1362,Kentucky,2020-03-31,56.25787015282834,-0.3481124386623598,0,upward trend
1363,Kentucky,2020-04-01,59.81894061928253,-0.28612676157946565,0,upward trend
1364,Kentucky,2020-04-02,63.304805811924744,-0.22545014306796257,0,upward trend
1365,Kentucky,2020-04-03,66.72784317506655,-0.16586713547708504,0,upward trend
1366,Kentucky,2020-04-04,70.30375012927972,-0.10362320746994333,0,upward trend
1367,Kentucky,2020-04-05,74.2124309472995,-0.03558686017263178,0,upward trend
1368,Kentucky,2020-04-06,78.50833828981489,0.039189735185318784,0,upward trend
1369,Kentucky,2020-04-07,83.44253625479573,0.12507671905759102,0,upward trend
1370,Kentucky,2020-04-08,88.73529753232133,0.217205025564319,0,upward trend
1371,Kentucky,2020-04-09,94.21654676604031,0.3126142425996868,0,upward trend
1372,Kentucky,2020-04-10,99.61980811465072,0.4066659656151367,0,upward trend
1373,Kentucky,2020-04-11,104.74081545062916,0.4958046417680858,0,upward trend
1374,Kentucky,2020-04-12,109.62644946919237,0.5808462986161187,0,upward trend
1375,Kentucky,2020-04-13,114.32236905936706,0.6625856963803078,0,upward trend
1376,Kentucky,2020-04-14,118.6904300670554,0.7386182325661329,0,upward trend
1377,Kentucky,2020-04-15,122.75546132602504,0.8093760895992897,0,upward trend
1378,Kentucky,2020-04-16,126.7597492455097,0.8790766193310855,0,upward trend
1379,Kentucky,2020-04-17,130.52416002597718,0.9446017341086549,0,upward trend
1380,Kentucky,2020-04-18,134.07179112802118,1.0063534792572115,0,upward trend
1381,Kentucky,2020-04-19,137.05802614964261,1.0583332986647638,0,upward trend
1382,Kentucky,2020-04-20,139.7395660573666,1.105009450785555,0,upward trend
1383,Kentucky,2020-04-21,141.64961225934684,1.138256618513534,0,upward trend
1384,Kentucky,2020-04-22,142.9302379852359,1.1605477956909536,0,upward trend
1385,Kentucky,2020-04-23,143.7611404696313,1.1750108773879557,0,upward trend
1386,Kentucky,2020-04-24,143.8855391373075,1.1771762194435977,0,upward trend
1387,Kentucky,2020-04-25,143.35175903978606,1.1678849905645512,0,upward trend
1388,Kentucky,2020-04-26,142.22180026541358,1.1482163936173595,0,upward trend
1389,Kentucky,2020-04-27,140.58797055226245,1.1197771807565526,0,upward trend
1390,Kentucky,2020-04-28,138.97389950951327,1.091681896659487,0,upward trend
1391,Kentucky,2020-04-29,137.4643371166373,1.0654057395593266,0,upward trend
1392,Kentucky,2020-04-30,136.09306008841995,1.0415366429315065,0,upward trend
1393,Kentucky,2020-05-01,135.20068742148277,1.026003582159068,0,upward trend
1394,Kentucky,2020-05-02,134.60780670227786,1.0156836199017913,0,upward trend
1395,Kentucky,2020-05-03,134.70951125966886,1.017453937538492,0,upward trend
1396,Kentucky,2020-05-04,134.99628040721174,1.0224455769751104,0,upward trend
1397,Kentucky,2020-05-05,135.41134072384605,1.0296703131883298,0,upward trend
1398,Kentucky,2020-05-06,135.4705082177672,1.030700210576362,0,upward trend
1399,Kentucky,2020-05-07,135.40460735996632,1.0295531090714605,0,upward trend
1400,Kentucky,2020-05-08,135.33258186914674,1.0282993993070129,0,upward trend
1401,Kentucky,2020-05-09,135.6698451284482,1.0341699631388488,0,upward trend
1402,Kentucky,2020-05-10,136.5354412568461,1.0492369388149858,0,upward trend
1403,Kentucky,2020-05-11,138.23755155355056,1.0788646758128573,0,upward trend
1404,Kentucky,2020-05-12,140.67909249471302,1.121363292391555,0,upward trend
1405,Kentucky,2020-05-13,144.13095263009384,1.1814480027904708,0,upward trend
1406,Louisiana,2020-03-01,-0.008935482193645927,-1.1107167883893663,2,plateau
1407,Louisiana,2020-03-02,-0.019269791954265147,-1.1107450671931303,2,plateau
1408,Louisiana,2020-03-03,-0.02412112299608937,-1.1107583423747052,2,plateau
1409,Louisiana,2020-03-04,-0.01132775909764494,-1.1107233346155474,2,plateau
1410,Louisiana,2020-03-05,0.043822654023839565,-1.1105724210329009,2,plateau
1411,Louisiana,2020-03-06,0.15849196585049508,-1.110258639944276,2,plateau
1412,Louisiana,2020-03-07,0.3793122227467125,-1.1096543874246128,2,plateau
1413,Louisiana,2020-03-08,0.7742479619813458,-1.1085736853237647,2,plateau
1414,Louisiana,2020-03-09,1.450302816942041,-1.1067237289145004,2,plateau
1415,Louisiana,2020-03-10,2.5627332988722173,-1.1036796743014656,2,plateau
1416,Louisiana,2020-03-11,4.318540627550226,-1.098875083376207,2,plateau
1417,Louisiana,2020-03-12,7.114980138532107,-1.0912229066948318,2,plateau
1418,Louisiana,2020-03-13,11.751126739051461,-1.0785365557944775,2,plateau
1419,Louisiana,2020-03-14,18.70460432078475,-1.0595090607256774,2,plateau
1420,Louisiana,2020-03-15,28.26889529829793,-1.033337336250823,2,plateau
1421,Louisiana,2020-03-16,40.828849168300174,-0.9989682802616825,2,plateau
1422,Louisiana,2020-03-17,56.996815135552595,-0.9547262604811659,2,plateau
1423,Louisiana,2020-03-18,76.96713964794267,-0.900079467316828,2,plateau
1424,Louisiana,2020-03-19,100.68083834089106,-0.835189305575541,2,plateau
1425,Louisiana,2020-03-20,127.51858179402436,-0.7617505081954071,2,plateau
1426,Louisiana,2020-03-21,158.11924827295272,-0.6780148487809897,2,plateau
1427,Louisiana,2020-03-22,192.4632022427343,-0.58403605800732,2,plateau
1428,Louisiana,2020-03-23,232.6291234032256,-0.474126037038423,2,plateau
